100.mid,0.000000000000,0.007225757526,
49.mid,0.022384381871,0.039311532416,0.000000000000,0.017170855355,0.018293471782,
4.mid,0.031801526046,0.027757475915,0.001451672089,0.000000000000,0.016982425589,
50.mid,0.047792137811,0.022603796129,0.022190097546,0.016807047704,
51.mid,0.000000000000,0.115529219614,0.009044592516,
52.mid,
53.mid,0.026582109355,
54.mid,
55.mid,0.000000000000,0.000000000000,0.008970335682,0.000000000000,0.028992308605,0.015313615272,0.000000000000,
56.mid,0.023200560654,0.012463814916,0.009871886665,0.001571873087,0.013754709962,
57.mid,0.016937206119,0.026504250303,0.006090055267,0.008074370288,
58.mid,!! Not enough voices,
59.mid,0.023403312773,0.043272357464,0.057182606221,0.005022092428,0.010960830752,
5.mid,
60.mid,0.007640007262,0.004797951278,0.021579861690,0.024609998568,0.028546362165,
61.mid,0.013282509276,
62.mid,0.010545878688,0.003133890281,0.032933748801,0.006244893310,0.023733657621,
63.mid,0.029491972010,0.020216136834,0.000000000000,
64.mid,0.038511061109,0.017672689620,0.014227996025,
65.mid,0.000000000000,0.017071862132,0.024745494262,
66.mid,0.049531782746,0.076961247120,
67.mid,0.009650233197,0.042617881499,0.000000000000,
68.mid,0.023517755997,0.041810362356,0.008813850996,0.007696590374,
69.mid,
6.mid,
70.mid,0.017665833275,0.020688611247,0.002119016162,0.009476848902,0.003024591373,0.004237136697,
71.mid,0.000000000000,0.017997063153,0.003733926487,
72.mid,0.031237348651,0.004127043714,
73.mid,0.012256100200,0.000000000000,0.000000000000,0.046032640148,0.118608687463,0.005482286276,0.031007757726,
74.mid,0.015332003747,0.011605822252,
75.mid,0.003950488601,0.083489080258,0.000000000000,
76.mid,0.025123460694,0.008881876441,0.018690814196,0.000000000000,0.115809098581,
77.mid,!! Not enough voices,
78.mid,0.019360715403,
79.mid,0.028175063105,
7.mid,
80.mid,0.008152195642,0.019806704324,0.010205865787,0.070987597365,
81.mid,
82.mid,0.009526391191,0.000820206173,
83.mid,0.009986396755,0.008243614988,0.030610733966,0.151067043522,0.010083161087,
84.mid,0.037157070422,0.000000000000,0.010324980525,0.026537210961,0.000000000000,
85.mid,0.018663506498,0.015937055809,0.024912763981,0.003235225921,0.000000000000,0.011274685677,0.016462343856,
86.mid,0.043279005579,
87.mid,0.007593952362,
88.mid,0.007957989496,0.000000000000,0.002840820133,
89.mid,0.000000000000,0.014629039059,0.001502382008,0.013392140605,0.023638454849,0.000000000000,0.000000000000,
8.mid,0.000000000000,0.000000000000,0.015322055048,0.004422712469,
90.mid,0.066391200078,0.032211602004,0.039404111018,0.006558254105,0.003424358104,0.091655703932,
91.mid,0.000000000000,0.028484660132,0.007489553911,0.007818043115,
92.mid,0.016952655455,0.032978880026,0.004405992021,0.000000000000,0.024776842182,0.000000000000,
93.mid,0.106200259415,0.020482893189,0.000000000000,0.057716245765,0.024584077156,
94.mid,0.000000000000,0.051823378100,0.005478429107,0.017788714456,
95.mid,
96.mid,
97.mid,0.024196314541,0.022451609347,0.014409901404,
98.mid,!! Not enough voices,
99.mid,0.016592999970,
9.mid,0.095353520855,0.008596850635,0.000000000000,
